m,TagName,
"2020-12-01 00:00:00","c#","5720"
"2020-12-01 00:00:00","c++","4439"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7786"
"2020-12-01 00:00:00","javascript","15969"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4783"
"2020-12-01 00:00:00","python","22124"
"2020-12-01 00:00:00","r","4335"
"2020-12-01 00:00:00","ruby","498"
"2020-12-01 00:00:00","swift","2092"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2563"
"2021-01-01 00:00:00","c#","6175"
"2021-01-01 00:00:00","c++","4097"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","566"
"2021-01-01 00:00:00","java","8005"
"2021-01-01 00:00:00","javascript","16826"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4745"
"2021-01-01 00:00:00","python","22816"
"2021-01-01 00:00:00","r","4336"
"2021-01-01 00:00:00","ruby","522"
"2021-01-01 00:00:00","swift","2305"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2234"
"2021-02-01 00:00:00","c#","5785"
"2021-02-01 00:00:00","c++","4086"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","567"
"2021-02-01 00:00:00","java","7555"
"2021-02-01 00:00:00","javascript","15234"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4366"
"2021-02-01 00:00:00","python","21360"
"2021-02-01 00:00:00","r","4323"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2250"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2480"
"2021-03-01 00:00:00","c#","6374"
"2021-03-01 00:00:00","c++","4287"
"2021-03-01 00:00:00","delphi","254"
"2021-03-01 00:00:00","go","754"
"2021-03-01 00:00:00","java","8635"
"2021-03-01 00:00:00","javascript","16716"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4731"
"2021-03-01 00:00:00","python","23749"
"2021-03-01 00:00:00","r","5168"
"2021-03-01 00:00:00","ruby","497"
"2021-03-01 00:00:00","swift","2373"
"2021-04-01 00:00:00","assembly","319"
"2021-04-01 00:00:00","c","2291"
"2021-04-01 00:00:00","c#","5886"
"2021-04-01 00:00:00","c++","3922"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","623"
"2021-04-01 00:00:00","java","7894"
"2021-04-01 00:00:00","javascript","15810"
"2021-04-01 00:00:00","perl","136"
"2021-04-01 00:00:00","php","4298"
"2021-04-01 00:00:00","python","22348"
"2021-04-01 00:00:00","r","4793"
"2021-04-01 00:00:00","ruby","517"
"2021-04-01 00:00:00","swift","2110"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2079"
"2021-05-01 00:00:00","c#","5713"
"2021-05-01 00:00:00","c++","4174"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","642"
"2021-05-01 00:00:00","java","7928"
"2021-05-01 00:00:00","javascript","15769"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4248"
"2021-05-01 00:00:00","python","22333"
"2021-05-01 00:00:00","r","4662"
"2021-05-01 00:00:00","ruby","399"
"2021-05-01 00:00:00","swift","1854"
"2021-06-01 00:00:00","assembly","261"
"2021-06-01 00:00:00","c","1862"
"2021-06-01 00:00:00","c#","5608"
"2021-06-01 00:00:00","c++","3808"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7563"
"2021-06-01 00:00:00","javascript","14956"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4066"
"2021-06-01 00:00:00","python","20827"
"2021-06-01 00:00:00","r","4275"
"2021-06-01 00:00:00","ruby","418"
"2021-06-01 00:00:00","swift","1783"
"2021-07-01 00:00:00","assembly","183"
"2021-07-01 00:00:00","c","1616"
"2021-07-01 00:00:00","c#","5191"
"2021-07-01 00:00:00","c++","3483"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","602"
"2021-07-01 00:00:00","java","6932"
"2021-07-01 00:00:00","javascript","14721"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3881"
"2021-07-01 00:00:00","python","20520"
"2021-07-01 00:00:00","r","4042"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1956"
"2021-08-01 00:00:00","assembly","161"
"2021-08-01 00:00:00","c","1529"
"2021-08-01 00:00:00","c#","5095"
"2021-08-01 00:00:00","c++","3232"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","745"
"2021-08-01 00:00:00","java","6729"
"2021-08-01 00:00:00","javascript","14580"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3854"
"2021-08-01 00:00:00","python","19770"
"2021-08-01 00:00:00","r","4033"
"2021-08-01 00:00:00","ruby","445"
"2021-08-01 00:00:00","swift","1885"
"2021-09-01 00:00:00","assembly","192"
"2021-09-01 00:00:00","c","1701"
"2021-09-01 00:00:00","c#","5038"
"2021-09-01 00:00:00","c++","3578"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","618"
"2021-09-01 00:00:00","java","6587"
"2021-09-01 00:00:00","javascript","14378"
"2021-09-01 00:00:00","perl","112"
"2021-09-01 00:00:00","php","3686"
"2021-09-01 00:00:00","python","18955"
"2021-09-01 00:00:00","r","3897"
"2021-09-01 00:00:00","ruby","444"
"2021-09-01 00:00:00","swift","1616"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2088"
"2021-10-01 00:00:00","c#","5267"
"2021-10-01 00:00:00","c++","3702"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","698"
"2021-10-01 00:00:00","java","6539"
"2021-10-01 00:00:00","javascript","13785"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3572"
"2021-10-01 00:00:00","python","19734"
"2021-10-01 00:00:00","r","4171"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1562"
"2021-11-01 00:00:00","assembly","285"
"2021-11-01 00:00:00","c","2200"
"2021-11-01 00:00:00","c#","5575"
"2021-11-01 00:00:00","c++","3798"
"2021-11-01 00:00:00","delphi","139"
"2021-11-01 00:00:00","go","650"
"2021-11-01 00:00:00","java","6889"
"2021-11-01 00:00:00","javascript","13429"
"2021-11-01 00:00:00","perl","77"
"2021-11-01 00:00:00","php","3474"
"2021-11-01 00:00:00","python","19989"
"2021-11-01 00:00:00","r","4026"
"2021-11-01 00:00:00","ruby","392"
"2021-11-01 00:00:00","swift","1529"
"2021-12-01 00:00:00","assembly","265"
"2021-12-01 00:00:00","c","2093"
"2021-12-01 00:00:00","c#","5009"
"2021-12-01 00:00:00","c++","3556"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","720"
"2021-12-01 00:00:00","java","6163"
"2021-12-01 00:00:00","javascript","13032"
"2021-12-01 00:00:00","perl","101"
"2021-12-01 00:00:00","php","3229"
"2021-12-01 00:00:00","python","18958"
"2021-12-01 00:00:00","r","3537"
"2021-12-01 00:00:00","ruby","372"
"2021-12-01 00:00:00","swift","1416"
"2022-01-01 00:00:00","assembly","228"
"2022-01-01 00:00:00","c","1950"
"2022-01-01 00:00:00","c#","5250"
"2022-01-01 00:00:00","c++","3599"
"2022-01-01 00:00:00","delphi","134"
"2022-01-01 00:00:00","go","739"
"2022-01-01 00:00:00","java","6417"
"2022-01-01 00:00:00","javascript","13914"
"2022-01-01 00:00:00","perl","126"
"2022-01-01 00:00:00","php","3371"
"2022-01-01 00:00:00","python","19637"
"2022-01-01 00:00:00","r","3841"
"2022-01-01 00:00:00","ruby","443"
"2022-01-01 00:00:00","swift","1726"
"2022-02-01 00:00:00","assembly","213"
"2022-02-01 00:00:00","c","1672"
"2022-02-01 00:00:00","c#","5080"
"2022-02-01 00:00:00","c++","3185"
"2022-02-01 00:00:00","delphi","166"
"2022-02-01 00:00:00","go","643"
"2022-02-01 00:00:00","java","5906"
"2022-02-01 00:00:00","javascript","12778"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3105"
"2022-02-01 00:00:00","python","19209"
"2022-02-01 00:00:00","r","3909"
"2022-02-01 00:00:00","ruby","404"
"2022-02-01 00:00:00","swift","1599"
"2022-03-01 00:00:00","assembly","233"
"2022-03-01 00:00:00","c","1943"
"2022-03-01 00:00:00","c#","5665"
"2022-03-01 00:00:00","c++","3497"
"2022-03-01 00:00:00","delphi","120"
"2022-03-01 00:00:00","go","758"
"2022-03-01 00:00:00","java","6559"
"2022-03-01 00:00:00","javascript","13561"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3125"
"2022-03-01 00:00:00","python","20683"
"2022-03-01 00:00:00","r","4480"
"2022-03-01 00:00:00","ruby","444"
"2022-03-01 00:00:00","swift","1737"
"2022-04-01 00:00:00","assembly","246"
"2022-04-01 00:00:00","c","1738"
"2022-04-01 00:00:00","c#","5191"
"2022-04-01 00:00:00","c++","3479"
"2022-04-01 00:00:00","delphi","113"
"2022-04-01 00:00:00","go","714"
"2022-04-01 00:00:00","java","6354"
"2022-04-01 00:00:00","javascript","13452"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3175"
"2022-04-01 00:00:00","python","19817"
"2022-04-01 00:00:00","r","4174"
"2022-04-01 00:00:00","ruby","431"
"2022-04-01 00:00:00","swift","1448"
"2022-05-01 00:00:00","assembly","258"
"2022-05-01 00:00:00","c","1764"
"2022-05-01 00:00:00","c#","5489"
"2022-05-01 00:00:00","c++","3522"
"2022-05-01 00:00:00","delphi","119"
"2022-05-01 00:00:00","go","609"
"2022-05-01 00:00:00","java","6466"
"2022-05-01 00:00:00","javascript","13295"
"2022-05-01 00:00:00","perl","91"
"2022-05-01 00:00:00","php","3363"
"2022-05-01 00:00:00","python","19377"
"2022-05-01 00:00:00","r","4134"
"2022-05-01 00:00:00","ruby","436"
"2022-05-01 00:00:00","swift","1460"
"2022-06-01 00:00:00","assembly","238"
"2022-06-01 00:00:00","c","1560"
"2022-06-01 00:00:00","c#","5298"
"2022-06-01 00:00:00","c++","3077"
"2022-06-01 00:00:00","delphi","110"
"2022-06-01 00:00:00","go","676"
"2022-06-01 00:00:00","java","5700"
"2022-06-01 00:00:00","javascript","12612"
"2022-06-01 00:00:00","perl","123"
"2022-06-01 00:00:00","php","3194"
"2022-06-01 00:00:00","python","18741"
"2022-06-01 00:00:00","r","3887"
"2022-06-01 00:00:00","ruby","425"
"2022-06-01 00:00:00","swift","1510"
"2022-07-01 00:00:00","assembly","203"
"2022-07-01 00:00:00","c","1383"
"2022-07-01 00:00:00","c#","5223"
"2022-07-01 00:00:00","c++","2989"
"2022-07-01 00:00:00","delphi","116"
"2022-07-01 00:00:00","go","683"
"2022-07-01 00:00:00","java","5399"
"2022-07-01 00:00:00","javascript","12740"
"2022-07-01 00:00:00","perl","126"
"2022-07-01 00:00:00","php","3095"
"2022-07-01 00:00:00","python","19016"
"2022-07-01 00:00:00","r","3664"
"2022-07-01 00:00:00","ruby","403"
"2022-07-01 00:00:00","swift","1466"
"2022-08-01 00:00:00","assembly","161"
"2022-08-01 00:00:00","c","1433"
"2022-08-01 00:00:00","c#","5480"
"2022-08-01 00:00:00","c++","2949"
"2022-08-01 00:00:00","delphi","116"
"2022-08-01 00:00:00","go","792"
"2022-08-01 00:00:00","java","5299"
"2022-08-01 00:00:00","javascript","13051"
"2022-08-01 00:00:00","perl","116"
"2022-08-01 00:00:00","php","3111"
"2022-08-01 00:00:00","python","18642"
"2022-08-01 00:00:00","r","3783"
"2022-08-01 00:00:00","ruby","424"
"2022-08-01 00:00:00","swift","1480"
"2022-09-01 00:00:00","assembly","173"
"2022-09-01 00:00:00","c","1550"
"2022-09-01 00:00:00","c#","4992"
"2022-09-01 00:00:00","c++","2774"
"2022-09-01 00:00:00","delphi","133"
"2022-09-01 00:00:00","go","786"
"2022-09-01 00:00:00","java","5035"
"2022-09-01 00:00:00","javascript","11878"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","2825"
"2022-09-01 00:00:00","python","17053"
"2022-09-01 00:00:00","r","3537"
"2022-09-01 00:00:00","ruby","400"
"2022-09-01 00:00:00","swift","1490"
"2022-10-01 00:00:00","assembly","226"
"2022-10-01 00:00:00","c","1891"
"2022-10-01 00:00:00","c#","5037"
"2022-10-01 00:00:00","c++","2925"
"2022-10-01 00:00:00","delphi","137"
"2022-10-01 00:00:00","go","684"
"2022-10-01 00:00:00","java","5285"
"2022-10-01 00:00:00","javascript","11639"
"2022-10-01 00:00:00","perl","81"
"2022-10-01 00:00:00","php","2761"
"2022-10-01 00:00:00","python","18498"
"2022-10-01 00:00:00","r","3913"
"2022-10-01 00:00:00","ruby","373"
"2022-10-01 00:00:00","swift","1326"
"2022-11-01 00:00:00","assembly","270"
"2022-11-01 00:00:00","c","2005"
"2022-11-01 00:00:00","c#","5176"
"2022-11-01 00:00:00","c++","2964"
"2022-11-01 00:00:00","delphi","107"
"2022-11-01 00:00:00","go","696"
"2022-11-01 00:00:00","java","5406"
"2022-11-01 00:00:00","javascript","11742"
"2022-11-01 00:00:00","perl","107"
"2022-11-01 00:00:00","php","2788"
"2022-11-01 00:00:00","python","18837"
"2022-11-01 00:00:00","r","4002"
"2022-11-01 00:00:00","ruby","414"
"2022-11-01 00:00:00","swift","1433"
"2022-12-01 00:00:00","assembly","261"
"2022-12-01 00:00:00","c","1725"
"2022-12-01 00:00:00","c#","4662"
"2022-12-01 00:00:00","c++","2611"
"2022-12-01 00:00:00","delphi","81"
"2022-12-01 00:00:00","go","600"
"2022-12-01 00:00:00","java","4798"
"2022-12-01 00:00:00","javascript","10285"
"2022-12-01 00:00:00","perl","94"
"2022-12-01 00:00:00","php","2366"
"2022-12-01 00:00:00","python","15858"
"2022-12-01 00:00:00","r","3211"
"2022-12-01 00:00:00","ruby","344"
"2022-12-01 00:00:00","swift","1229"
"2023-01-01 00:00:00","assembly","231"
"2023-01-01 00:00:00","c","1445"
"2023-01-01 00:00:00","c#","4709"
"2023-01-01 00:00:00","c++","2413"
"2023-01-01 00:00:00","delphi","108"
"2023-01-01 00:00:00","go","689"
"2023-01-01 00:00:00","java","4699"
"2023-01-01 00:00:00","javascript","10064"
"2023-01-01 00:00:00","perl","72"
"2023-01-01 00:00:00","php","2536"
"2023-01-01 00:00:00","python","15022"
"2023-01-01 00:00:00","r","3257"
"2023-01-01 00:00:00","ruby","327"
"2023-01-01 00:00:00","swift","1206"
"2023-02-01 00:00:00","assembly","172"
"2023-02-01 00:00:00","c","1232"
"2023-02-01 00:00:00","c#","4124"
"2023-02-01 00:00:00","c++","2040"
"2023-02-01 00:00:00","delphi","121"
"2023-02-01 00:00:00","go","621"
"2023-02-01 00:00:00","java","4094"
"2023-02-01 00:00:00","javascript","8504"
"2023-02-01 00:00:00","perl","79"
"2023-02-01 00:00:00","php","2013"
"2023-02-01 00:00:00","python","13046"
"2023-02-01 00:00:00","r","3270"
"2023-02-01 00:00:00","ruby","318"
"2023-02-01 00:00:00","swift","1064"
"2023-03-01 00:00:00","assembly","160"
"2023-03-01 00:00:00","c","1181"
"2023-03-01 00:00:00","c#","4240"
"2023-03-01 00:00:00","c++","2334"
"2023-03-01 00:00:00","delphi","124"
"2023-03-01 00:00:00","go","599"
"2023-03-01 00:00:00","java","4469"
"2023-03-01 00:00:00","javascript","8524"
"2023-03-01 00:00:00","perl","95"
"2023-03-01 00:00:00","php","1881"
"2023-03-01 00:00:00","python","12796"
"2023-03-01 00:00:00","r","3299"
"2023-03-01 00:00:00","ruby","265"
"2023-03-01 00:00:00","swift","1131"
"2023-04-01 00:00:00","assembly","181"
"2023-04-01 00:00:00","c","1100"
"2023-04-01 00:00:00","c#","3317"
"2023-04-01 00:00:00","c++","1776"
"2023-04-01 00:00:00","delphi","115"
"2023-04-01 00:00:00","go","486"
"2023-04-01 00:00:00","java","3592"
"2023-04-01 00:00:00","javascript","6602"
"2023-04-01 00:00:00","perl","55"
"2023-04-01 00:00:00","php","1593"
"2023-04-01 00:00:00","python","10105"
"2023-04-01 00:00:00","r","2598"
"2023-04-01 00:00:00","ruby","199"
"2023-04-01 00:00:00","swift","894"
"2023-05-01 00:00:00","assembly","161"
"2023-05-01 00:00:00","c","981"
"2023-05-01 00:00:00","c#","3243"
"2023-05-01 00:00:00","c++","1636"
"2023-05-01 00:00:00","delphi","100"
"2023-05-01 00:00:00","go","392"
"2023-05-01 00:00:00","java","3318"
"2023-05-01 00:00:00","javascript","6174"
"2023-05-01 00:00:00","perl","53"
"2023-05-01 00:00:00","php","1634"
"2023-05-01 00:00:00","python","9588"
"2023-05-01 00:00:00","r","2373"
"2023-05-01 00:00:00","ruby","224"
"2023-05-01 00:00:00","swift","809"
"2023-06-01 00:00:00","assembly","154"
"2023-06-01 00:00:00","c","880"
"2023-06-01 00:00:00","c#","3767"
"2023-06-01 00:00:00","c++","1794"
"2023-06-01 00:00:00","delphi","116"
"2023-06-01 00:00:00","go","516"
"2023-06-01 00:00:00","java","4217"
"2023-06-01 00:00:00","javascript","7360"
"2023-06-01 00:00:00","perl","54"
"2023-06-01 00:00:00","php","1878"
"2023-06-01 00:00:00","python","11084"
"2023-06-01 00:00:00","r","2632"
"2023-06-01 00:00:00","ruby","219"
"2023-06-01 00:00:00","swift","1107"
"2023-07-01 00:00:00","assembly","159"
"2023-07-01 00:00:00","c","911"
"2023-07-01 00:00:00","c#","3841"
"2023-07-01 00:00:00","c++","1836"
"2023-07-01 00:00:00","delphi","99"
"2023-07-01 00:00:00","go","515"
"2023-07-01 00:00:00","java","4026"
"2023-07-01 00:00:00","javascript","7455"
"2023-07-01 00:00:00","perl","68"
"2023-07-01 00:00:00","php","1725"
"2023-07-01 00:00:00","python","11022"
"2023-07-01 00:00:00","r","2356"
"2023-07-01 00:00:00","ruby","224"
"2023-07-01 00:00:00","swift","1140"
"2023-08-01 00:00:00","assembly","143"
"2023-08-01 00:00:00","c","859"
"2023-08-01 00:00:00","c#","3623"
"2023-08-01 00:00:00","c++","1652"
"2023-08-01 00:00:00","delphi","106"
"2023-08-01 00:00:00","go","489"
"2023-08-01 00:00:00","java","3791"
"2023-08-01 00:00:00","javascript","6709"
"2023-08-01 00:00:00","perl","49"
"2023-08-01 00:00:00","php","1746"
"2023-08-01 00:00:00","python","10154"
"2023-08-01 00:00:00","r","2350"
"2023-08-01 00:00:00","ruby","201"
"2023-08-01 00:00:00","swift","963"
"2023-09-01 00:00:00","assembly","155"
"2023-09-01 00:00:00","c","864"
"2023-09-01 00:00:00","c#","3030"
"2023-09-01 00:00:00","c++","1475"
"2023-09-01 00:00:00","delphi","105"
"2023-09-01 00:00:00","go","422"
"2023-09-01 00:00:00","java","3306"
"2023-09-01 00:00:00","javascript","5648"
"2023-09-01 00:00:00","perl","60"
"2023-09-01 00:00:00","php","1657"
"2023-09-01 00:00:00","python","8572"
"2023-09-01 00:00:00","r","2024"
"2023-09-01 00:00:00","ruby","190"
"2023-09-01 00:00:00","swift","856"
"2023-10-01 00:00:00","assembly","172"
"2023-10-01 00:00:00","c","961"
"2023-10-01 00:00:00","c#","3148"
"2023-10-01 00:00:00","c++","1698"
"2023-10-01 00:00:00","delphi","165"
"2023-10-01 00:00:00","go","417"
"2023-10-01 00:00:00","java","3378"
"2023-10-01 00:00:00","javascript","5379"
"2023-10-01 00:00:00","perl","53"
"2023-10-01 00:00:00","php","1495"
"2023-10-01 00:00:00","python","8896"
"2023-10-01 00:00:00","r","2052"
"2023-10-01 00:00:00","ruby","191"
"2023-10-01 00:00:00","swift","889"
"2023-11-01 00:00:00","assembly","171"
"2023-11-01 00:00:00","c","954"
"2023-11-01 00:00:00","c#","3093"
"2023-11-01 00:00:00","c++","1458"
"2023-11-01 00:00:00","delphi","103"
"2023-11-01 00:00:00","go","408"
"2023-11-01 00:00:00","java","3259"
"2023-11-01 00:00:00","javascript","5148"
"2023-11-01 00:00:00","perl","44"
"2023-11-01 00:00:00","php","1390"
"2023-11-01 00:00:00","python","8410"
"2023-11-01 00:00:00","r","1985"
"2023-11-01 00:00:00","ruby","151"
"2023-11-01 00:00:00","swift","861"
"2023-12-01 00:00:00","assembly","180"
"2023-12-01 00:00:00","c","868"
"2023-12-01 00:00:00","c#","2633"
"2023-12-01 00:00:00","c++","1419"
"2023-12-01 00:00:00","delphi","75"
"2023-12-01 00:00:00","go","325"
"2023-12-01 00:00:00","java","2523"
"2023-12-01 00:00:00","javascript","4733"
"2023-12-01 00:00:00","perl","53"
"2023-12-01 00:00:00","php","1202"
"2023-12-01 00:00:00","python","6966"
"2023-12-01 00:00:00","r","1602"
"2023-12-01 00:00:00","ruby","154"
"2023-12-01 00:00:00","swift","736"
"2024-01-01 00:00:00","assembly","176"
"2024-01-01 00:00:00","c","823"
"2024-01-01 00:00:00","c#","2677"
"2024-01-01 00:00:00","c++","1576"
"2024-01-01 00:00:00","delphi","89"
"2024-01-01 00:00:00","go","343"
"2024-01-01 00:00:00","java","2855"
"2024-01-01 00:00:00","javascript","5100"
"2024-01-01 00:00:00","perl","34"
"2024-01-01 00:00:00","php","1388"
"2024-01-01 00:00:00","python","7711"
"2024-01-01 00:00:00","r","1802"
"2024-01-01 00:00:00","ruby","163"
"2024-01-01 00:00:00","swift","862"
"2024-02-01 00:00:00","assembly","133"
"2024-02-01 00:00:00","c","767"
"2024-02-01 00:00:00","c#","2696"
"2024-02-01 00:00:00","c++","1437"
"2024-02-01 00:00:00","delphi","110"
"2024-02-01 00:00:00","go","305"
"2024-02-01 00:00:00","java","2774"
"2024-02-01 00:00:00","javascript","4732"
"2024-02-01 00:00:00","perl","36"
"2024-02-01 00:00:00","php","1300"
"2024-02-01 00:00:00","python","7806"
"2024-02-01 00:00:00","r","1824"
"2024-02-01 00:00:00","ruby","157"
"2024-02-01 00:00:00","swift","668"
"2024-03-01 00:00:00","assembly","138"
"2024-03-01 00:00:00","c","741"
"2024-03-01 00:00:00","c#","2595"
"2024-03-01 00:00:00","c++","1347"
"2024-03-01 00:00:00","delphi","98"
"2024-03-01 00:00:00","go","329"
"2024-03-01 00:00:00","java","2834"
"2024-03-01 00:00:00","javascript","4738"
"2024-03-01 00:00:00","perl","47"
"2024-03-01 00:00:00","php","1372"
"2024-03-01 00:00:00","python","7395"
"2024-03-01 00:00:00","r","1692"
"2024-03-01 00:00:00","ruby","139"
"2024-03-01 00:00:00","swift","725"
"2024-04-01 00:00:00","assembly","186"
"2024-04-01 00:00:00","c","744"
"2024-04-01 00:00:00","c#","2735"
"2024-04-01 00:00:00","c++","1318"
"2024-04-01 00:00:00","delphi","106"
"2024-04-01 00:00:00","go","304"
"2024-04-01 00:00:00","java","2588"
"2024-04-01 00:00:00","javascript","4275"
"2024-04-01 00:00:00","perl","28"
"2024-04-01 00:00:00","php","1181"
"2024-04-01 00:00:00","python","7378"
"2024-04-01 00:00:00","r","1541"
"2024-04-01 00:00:00","ruby","116"
"2024-04-01 00:00:00","swift","692"
"2024-05-01 00:00:00","assembly","201"
"2024-05-01 00:00:00","c","732"
"2024-05-01 00:00:00","c#","2793"
"2024-05-01 00:00:00","c++","1813"
"2024-05-01 00:00:00","delphi","112"
"2024-05-01 00:00:00","go","336"
"2024-05-01 00:00:00","java","3014"
"2024-05-01 00:00:00","javascript","4684"
"2024-05-01 00:00:00","perl","51"
"2024-05-01 00:00:00","php","1451"
"2024-05-01 00:00:00","python","8125"
"2024-05-01 00:00:00","r","1527"
"2024-05-01 00:00:00","ruby","128"
"2024-05-01 00:00:00","swift","753"
